area/acres,area/square_km,coordinates/latitude,coordinates/longitude,date_established_readable,description,image/url,image/attribution,image/attribution_url,nps_link,states/0/id,states/0/title,title,id,visitors,world_heritage_site,Region
"46,766.45",189.3,32.17,-104.44,5/14/30,"Carlsbad Caverns has 117 caves, the longest of which is over 120 miles (190 km) long. The Big Room is almost 4,000 feet (1,200 m) long, and the caves are home to over 400,000 Mexican free-tailed bats and sixteen other species. Above ground are the Chihuahuan Desert and Rattlesnake Springs.",carlsbad-caverns.jpg,PixelBay/@MartinStr,https://pixabay.com/en/users/MartinStr-108372/,https://www.nps.gov/cave/index.htm,state_new-mexico,New Mexico,Carlsbad Caverns,park_carlsbad-caverns,"466,773",TRUE,Intermountain Region
"249,561.00","1,009.90",34.01,-119.42,3/5/80,"Five of the eight Channel Islands are protected, and half of the park's area is underwater. The islands have a unique Mediterranean ecosystem originally settled by the Chumash people. They are home to over 2,000 species of land plants and animals, and 145 are unique to them, including the island fox. Ferry services offer transportation to the islands from the mainland.",channel-islands.jpg,NPS,https://www.nps.gov,https://www.nps.gov/chis/index.htm,state_california,California,Channel Islands,park_channel-islands,"364,807",FALSE,Pacific West Region
"26,275.82",106.3,33.78,-80.78,11/10/03,"On the Congaree River, this park is the largest portion of old-growth floodplain forest left in North America. Some of the trees are the tallest in the eastern United States. An elevated walkway called the Boardwalk Loop guides visitors through the swamp.",congaree.jpg,NPS,https://www.nps.gov,https://www.nps.gov/cong/index.htm,state_south-carolina,South Carolina,Congaree,park_congaree,"143,843",FALSE,Southeast Region
"183,224.05",741.5,42.94,-122.1,5/22/02,"Crater Lake lies in the caldera of an ancient volcano called Mount Mazama that collapsed 7,700 years ago. It is the deepest lake in the United States and is noted for its vivid blue color and water clarity. There are two more recent volcanic islands in the lake, and, with no inlets or outlets, all water comes through precipitation.",crater-lake.jpg,PixelBay/@12019,https://pixabay.com/en/users/12019-12019/,https://www.nps.gov/crla/index.htm,state_oregon,Oregon,Crater Lake,park_crater-lake,"756,344",FALSE,Pacific West Region
"32,572.35",131.8,41.24,-81.55,10/11/00,"This park along the Cuyahoga River has waterfalls, hills, trails, and exhibits on early rural living. The Ohio and Erie Canal Towpath Trail follows the Ohio and Erie Canal, where mules towed canal boats. The park has numerous historic homes, bridges, and structures, and also offers a scenic train ride.",cuyahoga-valley.jpg,NPS,https://www.nps.gov,https://www.nps.gov/cuva/index.htm,state_ohio,Ohio,Cuyahoga Valley,park_cuyahoga-valley,"2,423,390",FALSE,Midwest Region
"3,373,063.14","13,650.30",36.24,-116.82,10/31/94,"Death Valley is the hottest, lowest, and driest place in the United States. Daytime temperatures have topped 130 °F (54 °C) and it is home to Badwater Basin, the lowest elevation in North America. The park contains canyons, badlands, sand dunes, and mountain ranges, while more than 1000 species of plants grow in this geologic graben. Additional points of interest include salt flats, historic mines, and springs.",death-valley.jpg,PixelBay/@esudroff,https://pixabay.com/en/users/esudroff-627167/,https://www.nps.gov/deva/index.htm,state_california,California,Death Valley,park_death-valley,"1,296,283",FALSE,Pacific West Region
"4,740,911.16","19,185.80",63.33,-150.5,2/26/17,"Centered on Denali, the tallest mountain in North America, Denali is serviced by a single road leading to Wonder Lake. Denali and other peaks of the Alaska Range are covered with long glaciers and boreal forest. Wildlife includes grizzly bears, Dall sheep, caribou, and gray wolves.",denali.jpg,PixelBay/@MarPockStudios,https://pixabay.com/en/users/MarPockStudios-3375534/,https://www.nps.gov/dena/index.htm,state_alaska,Alaska,Denali,park_denali,"587,412",FALSE,Alaska Region
"64,701.22",261.8,24.63,-82.87,10/26/92,"The islands of the Dry Tortugas, at the westernmost end of the Florida Keys, are the site of Fort Jefferson, a Civil War-era fort that is the largest masonry structure in the Western Hemisphere. With most of the park being remote ocean, it is home to undisturbed coral reefs and shipwrecks and is only accessible by plane or boat.",dry-tortugas.jpg,Homestead AFRC,http://www.homestead.afrc.af.mil/News/Photos/igphoto/2000830258/,https://www.nps.gov/drto/index.htm,state_florida,Florida,Dry Tortugas,park_dry-tortugas,"73,661",FALSE,Southeast Region
"1,508,968.10","6,106.60",25.32,-80.93,5/30/34,"The Everglades are the largest tropical wilderness in the United States. This mangrove and tropical rainforest ecosystem and marine estuary is home to 36 protected species, including the Florida panther, American crocodile, and West Indian manatee. Some areas have been drained and developed; restoration projects aim to restore the ecology.",everglades.jpg,PixelBay/@Skeeze,https://pixabay.com/en/users/skeeze-272447/,https://www.nps.gov/ever/index.htm,state_florida,Florida,Everglades,park_everglades,"930,907",TRUE,Southeast Region
"7,523,897.45","30,448.10",67.78,-153.3,12/2/80,"The country's northernmost park protects an expanse of pure wilderness in Alaska's Brooks Range and has no park facilities. The land is home to Alaska Natives who have relied on the land and caribou for 11,000 years.",gates-of-the-arctic.jpg,PixelBay/@Skeeze,https://pixabay.com/en/users/skeeze-272447/,https://www.nps.gov/gaar/index.htm,state_alaska,Alaska,Gates of the Arctic,park_gates-of-the-arctic,"10,047",FALSE,Alaska Region
91,0.4,38.63,90.19,2/22/18,,,,,,state_missouri,Missouri,Gateway Arch,park_gateway-arch,"1,145,081",FALSE,Midwest Region
"1,013,128.94","4,100.00",48.8,-114,5/11/10,"The U.S. half of Waterton-Glacier International Peace Park, this park includes 26 glaciers and 130 named lakes surrounded by Rocky Mountain peaks. There are historic hotels and a landmark road called the Going-to-the-Sun Road in this region of rapidly receding glaciers. The local mountains, formed by an overthrust, expose Paleozoic fossils including trilobites, mollusks, giant ferns and dinosaurs.",glacier.jpg,PixelBay/@Skeeze,https://pixabay.com/en/users/skeeze-272447/,https://www.nps.gov/glac/index.htm,state_montana,Montana,Glacier,park_glacier,"2,946,681",TRUE,Intermountain Region
"3,223,383.43","13,044.60",58.5,-137,12/2/80,"Glacier Bay contains tidewater glaciers, mountains, fjords, and a temperate rainforest, and is home to large populations of grizzly bears, mountain goats, whales, seals, and eagles. When discovered in 1794 by George Vancouver, the entire bay was covered by ice, but the glaciers have since receded more than 65 miles (105 km).",glacier-bay.jpg,PixelBay/@Skeeze,https://pixabay.com/en/users/skeeze-272447/,https://www.nps.gov/glba/index.htm,state_alaska,Alaska,Glacier Bay,park_glacier-bay,"520,171",TRUE,Alaska Region
"1,201,647.03","4,862.90",36.06,-112.14,2/26/19,"The Grand Canyon, carved by the mighty Colorado River, is 277 miles (446 km) long, up to 1 mile (1.6 km) deep, and up to 15 miles (24 km) wide. Millions of years of erosion have exposed the multicolored layers of the Colorado Plateau in mesas and canyon walls, visible from both the north and south rims, or from a number of trails that descend into the canyon itself.",grand-canyon.jpg,PixelBay/@BKD,https://pixabay.com/en/users/BKD-1006949/,https://www.nps.gov/grca/index.htm,state_arizona,Arizona,Grand Canyon,park_grand-canyon,"5,969,811",TRUE,Intermountain Region
"310,043.96","1,254.70",43.73,-110.8,2/26/29,"Grand Teton is the tallest mountain in the Teton Range. The park's historic Jackson Hole and reflective piedmont lakes teem with endemic wildlife, with a backdrop of craggy mountains that rise abruptly from the sage-covered valley.",grand-teton.jpg,PixelBay/@12019,https://pixabay.com/en/users/12019-12019/,https://www.nps.gov/grte/index.htm,state_wyoming,Wyoming,Grand Teton,park_grand-teton,"3,270,076",FALSE,Intermountain Region
"77,180.00",312.3,38.98,-114.3,10/27/86,"Based around Nevada's second tallest mountain, Wheeler Peak, Great Basin National Park contains 5,000-year-old bristlecone pines, a rock glacier, and the limestone Lehman Caves. Due to its remote location, the park has some of the country's darkest night skies. Wildlife includes the Townsend's big-eared bat, pronghorn, and Bonneville cutthroat trout.",great-basin.jpg,PixelBay/@vmalysova0,https://pixabay.com/en/users/vmalysova0-695458/,https://www.nps.gov/grba/index.htm,state_nevada,Nevada,Great Basin,park_great-basin,"144,846",FALSE,Pacific West Region
"107,341.87",434.4,37.73,-105.51,9/13/04,"The tallest sand dunes in North America, up to 750 feet (230 m) tall, were formed by deposits of the ancient Rio Grande in the San Luis Valley. Abutting a variety of grasslands, shrublands, and wetlands, the park also has alpine lakes, six 13,000-foot mountains, and old-growth forests.",great-sand-dunes.jpg,PixelBay/@12019,https://pixabay.com/en/users/12019-12019/,https://www.nps.gov/grsa/index.htm,state_colorado,Colorado,Great Sand Dunes,park_great-sand-dunes,"388,308",FALSE,Intermountain Region
"522,426.88","2,114.20",35.68,-83.53,6/15/34,"The Great Smoky Mountains, part of the Appalachian Mountains, span a wide range of elevations, making them home to over 400 vertebrate species, 100 tree species, and 5000 plant species. Hiking is the park's main attraction, with over 800 miles (1,300 km) of trails, including 70 miles (110 km) of the Appalachian Trail. Other activities include fishing, horseback riding, and touring nearly 80 historic structures.",great-smoky-mountains.jpg,PixelBay/@Broesis,https://pixabay.com/en/users/Broesis-5213623/,https://www.nps.gov/grsm/index.htm,state_tennessee,Tennessee,Great Smoky Mountains,park_great-smoky-mountains,"11,312,786",TRUE,Southeast Region
"86,367.10",349.5,31.92,-104.87,10/15/66,"This park contains Guadalupe Peak, the highest point in Texas, as well as the scenic McKittrick Canyon filled with bigtooth maples, a corner of the arid Chihuahuan Desert, and a fossilized coral reef from the Permian era.",guadalupe-mountains.jpg,NPS,https://www.nps.gov,https://www.nps.gov/gumo/index.htm,state_texas,Texas,Guadalupe Mountains,park_guadalupe-mountains,"181,839",FALSE,Intermountain Region
"33,264.62",134.6,20.72,-156.17,8/1/16,"The Haleakala volcano on Maui features a very large crater with numerous cinder cones, Hosmer's Grove of alien trees, the Kipahulu section's scenic pools of freshwater fish, and the native Hawaiian goose. It is home to the greatest number of endangered species within a U.S. National Park.",haleakala.jpg,Wikipedia/@KennyLouie,https://commons.wikimedia.org/wiki/File:Taking_it_all_in_(6881870120).jpg,https://www.nps.gov/hale/index.htm,state_hawaii,Hawaii,Haleakala,park_haleakala,"1,263,558",FALSE,Pacific West Region
"323,431.38","1,308.90",19.38,-155.2,8/1/16,"This park on the Big Island protects the Kīlauea and Mauna Loa volcanoes, two of the world's most active geological features. Diverse ecosystems range from tropical forests at sea level to barren lava beds at more than 13,000 feet (4,000 m).",hawaii-volcanoes.jpg,NPS,https://www.nps.gov,https://www.nps.gov/havo/index.htm,state_hawaii,Hawaii,Hawaii Volcanoes,park_hawaii-volcanoes,"1,887,580",TRUE,Pacific West Region
"5,549.10",22.5,34.51,-93.05,3/4/21,"Hot Springs was established by act of Congress as a federal reserve on April 20, 1832. As such it is the oldest park managed by the National Park Service. Congress changed the reserve's designation to National Park on March 4, 1921 after the National Park Service was established in 1916. Hot Springs is the smallest and only National Park in an urban area and is based around natural hot springs that flow out of the low lying Ouachita Mountains. The springs provide opportunities for relaxation in an historic setting; Bathhouse Row preserves numerous examples of 19th-century architecture.",hot-springs.jpg,Wikipedia/@YinanChen,https://commons.wikimedia.org/wiki/File%3AGfp-arkansas-hot-springs-steam-from-spring.jpg,https://www.nps.gov/hosp/index.htm,state_arkansas,Arkansas,Hot Springs,park_hot-springs,"1,544,300",FALSE,Midwest Region
15349.08,62.1,41.6533,87.0524,2/15/19,,,,,,state_indiana,Indiana,Indiana Dunes,park_indiana-dunes,"3,177,210",FALSE,Midwest Region
"571,790.11","2,314.00",48.1,-88.55,4/3/40,"The largest island in Lake Superior is a place of isolation and wilderness. Along with its many shipwrecks, waterways, and hiking trails, the park also includes over 400 smaller islands within 4.5 miles (7.2 km) of its shores. There are only 20 mammal species on the entire island, though the relationship between its wolf and moose populations is especially unique.",isle-royale.jpg,Flickr/@rtdphotography,https://www.flickr.com/photos/rtdphotography/3047464978,https://www.nps.gov/isro/index.htm,state_michigan,Michigan,Isle Royale,park_isle-royale,"24,966",FALSE,Midwest Region
"790,635.74","3,199.60",33.79,-115.9,10/31/94,"Covering large areas of the Colorado and Mojave Deserts and the Little San Bernardino Mountains, this desert landscape is populated by vast stands of Joshua trees. Large changes in elevation reveal various contrasting environments including bleached sand dunes, dry lakes, rugged mountains, and maze-like clusters of monzogranite monoliths.",joshua-tree.jpg,PixelBay/@nightowl,https://pixabay.com/en/users/nightowl-29/,https://www.nps.gov/jotr/index.htm,state_california,California,Joshua Tree,park_joshua-tree,"2,505,286",FALSE,Pacific West Region
"3,674,529.33","14,870.30",58.5,-155,12/2/80,"This park on the Alaska Peninsula protects the Valley of Ten Thousand Smokes, an ash flow formed by the 1912 eruption of Novarupta, as well as Mount Katmai. Over 2,000 grizzly bears come here each year to catch spawning salmon. Other wildlife includes caribou, wolves, moose, and wolverines.",katmai.jpg,PixelBay/@Skeeze,https://pixabay.com/en/users/skeeze-272447/,https://www.nps.gov/katm/index.htm,state_alaska,Alaska,Katmai,park_katmai,"37,818",FALSE,Alaska Region
"669,983.65","2,711.30",59.92,-149.65,12/2/80,"Near Seward on the Kenai Peninsula, this park protects the Harding Icefield and at least 38 glaciers and fjords stemming from it. The only area accessible to the public by road is Exit Glacier; the rest must be viewed or reached from boat tours.",kenai-fjords.jpg,PixelBay/@Skeeze,https://pixabay.com/en/users/skeeze-272447/,https://www.nps.gov/kefj/index.htm,state_alaska,Alaska,Kenai Fjords,park_kenai-fjords,"346,534",FALSE,Alaska Region
"461,901.20","1,869.20",36.8,-118.55,3/4/40,"Home to several giant sequoia groves and the General Grant Tree, the world's second largest measured tree, this park also features part of the Kings River, sculptor of the dramatic granite canyon that is its namesake, and the San Joaquin River, as well as Boyden Cave.",kings-canyon.jpg,PixelBay/@tdellav,https://pixabay.com/en/users/tdellav-889026/,https://www.nps.gov/seki/index.htm,state_california,California,Kings Canyon,park_kings-canyon,"607,479",FALSE,Pacific West Region
"1,750,716.16","7,084.90",67.55,-159.28,12/2/80,"Kobuk Valley protects 61 miles (98 km) of the Kobuk River and three regions of sand dunes. Created by glaciers, the Great Kobuk, Little Kobuk, and Hunt River Sand Dunes can reach 100 feet (30 m) high and 100 °F (38 °C), and they are the largest dunes in the Arctic. Twice a year, half a million caribou migrate through the dunes and across river bluffs that expose well-preserved ice age fossils.",kobuk-valley.jpg,NPS,https://www.nps.gov,https://www.nps.gov/kova/index.htm,state_alaska,Alaska,Kobuk Valley,park_kobuk-valley,"15,500",FALSE,Alaska Region
"2,619,816.49","10,602.00",60.97,-153.42,12/2/80,"The region around Lake Clark features four active volcanoes, including Mount Redoubt, as well as an abundance of rivers, glaciers, and waterfalls. Temperate rainforests, a tundra plateau, and three mountain ranges complete the landscape.",lake-clark.jpg,PixelBay/@Skeeze,https://pixabay.com/en/users/skeeze-272447/,https://www.nps.gov/lacl/index.htm,state_alaska,Alaska,Lake Clark,park_lake-clark,"21,102",FALSE,Alaska Region
"106,589.02",431.4,40.49,-121.51,8/9/16,"Lassen Peak, the largest plug dome volcano in the world, is joined by all three other types of volcanoes in this park: shield, cinder dome, and composite. Though Lassen itself last erupted in 1915, most of the rest of the park is continuously active. Numerous hydrothermal features, including fumaroles, boiling pools, and bubbling mud pots, are heated by molten rock from beneath the peak.",lassen-volcanic.jpg,PixelBay/@SteenJepsen,https://pixabay.com/en/users/SteenJepsen-1490089/,https://www.nps.gov/lavo/index.htm,state_california,California,Lassen Volcanic,park_lassen-volcanic,"536,068",FALSE,Pacific West Region
"52,830.19",213.8,37.18,-86.1,7/1/41,"With more than 400 miles (640 km) of passageways explored, Mammoth Cave is the world's longest known cave system. Subterranean wildlife includes eight bat species, Kentucky cave shrimp, Northern cavefish, and cave salamanders. Above ground, the park provides recreation on the Green River, 70 miles of hiking trails, and plenty of sinkholes and springs.",mammoth-cave.jpg,Wikipedia/@DanielSchwen,https://commons.wikimedia.org/wiki/File%3AMammoth_Cave_tour.jpg,https://www.nps.gov/maca/index.htm,state_kentucky,Kentucky,Mammoth Cave,park_mammoth-cave,"586,514",TRUE,Southeast Region
"52,485.17",212.4,37.18,-108.49,6/29/06,"This area constitutes over 4,000 archaeological sites of the Ancestral Puebloan people, who lived here and elsewhere in the Four Corners region for at least 700 years. Cliff dwellings built in the 12th and 13th centuries include Cliff Palace, which has 150 rooms and 23 kivas, and the Balcony House, with its many passages and tunnels.",mesa-verde.jpg,PixelBay/@kaylee,https://pixabay.com/en/users/kaylee-393151/,https://www.nps.gov/meve/index.htm,state_colorado,Colorado,Mesa Verde,park_mesa-verde,"583,527",TRUE,Intermountain Region
"236,381.64",956.6,46.85,-121.75,3/2/1899,"Mount Rainier, an active stratovolcano, is the most prominent peak in the Cascades and is covered by 26 named glaciers including Carbon Glacier and Emmons Glacier, the largest in the contiguous United States. The mountain is popular for climbing, and more than half of the park is covered by subalpine and alpine forests and meadows seasonally in bloom with wildflowers. Paradise on the south slope is the snowiest place on Earth where snowfall is measured regularly. The Longmire visitor center is the start of the Wonderland Trail, which encircles the mountain.",mount-rainier.jpg,PixelBay/@12019,https://pixabay.com/en/users/12019-12019/,https://www.nps.gov/mora/index.htm,state_washington,Washington,Mount Rainier,park_mount-rainier,"1,356,913",FALSE,Pacific West Region
7021,28.4,83.07,81.08,12/27/20,,,,,,state_west-virginia,West Virginia,New River Gorge,park_new-river-gorge,"1,682,720",FALSE,Northeast Region
"504,780.94","2,042.80",48.7,-121.2,10/2/68,"This complex encompasses two units of the National Park itself as well as the Ross Lake and Lake Chelan National Recreation Areas. The highly glaciated mountains are spectacular examples of Cascade geology. Popular hiking and climbing areas include Cascade Pass, Mount Shuksan, Mount Triumph, and Eldorado Peak.",north-cascades.jpg,PixelBay/@carolynhasemail,https://pixabay.com/en/users/carolynhasemail-2321451/,https://www.nps.gov/noca/index.htm,state_washington,Washington,North Cascades,park_north-cascades,"28,646",FALSE,Pacific West Region
"922,650.10","3,733.80",47.97,-123.5,6/29/38,"Situated on the Olympic Peninsula, this park includes a wide range of ecosystems from Pacific shoreline to temperate rainforests to the alpine slopes of the Olympic Mountains, the tallest of which is Mount Olympus. The Hoh Rainforest and Quinault Rainforest are the wettest area in the contiguous United States, with the Hoh receiving an average of almost 12 ft (3.7 m) of rain every year.",olympic.jpg,PixelBay/@RogerMosley,https://pixabay.com/en/users/RogerMosley-4311868/,https://www.nps.gov/olym/index.htm,state_washington,Washington,Olympic,park_olympic,"3,390,221",TRUE,Pacific West Region
"221,415.77",896,35.07,-109.78,12/9/62,This portion of the Chinle Formation has a large concentration of 225-million-year-old petrified wood. The surrounding Painted Desert features eroded cliffs of red-hued volcanic rock called bentonite. Dinosaur fossils and over 350 Native American sites are also protected in this park.,petrified-forest.jpg,PixelBay/@jillmackie,https://pixabay.com/en/users/jillmackie-176435/,https://www.nps.gov/pefo/index.htm,state_arizona,Arizona,Petrified Forest,park_petrified-forest,"643,274",FALSE,Intermountain Region
"26,685.73",108,36.48,-121.16,1/10/13,"Named for the eroded leftovers of a portion of an extinct volcano, the park's massive black and gold monoliths of andesite and rhyolite are a popular destination for rock climbers. Hikers have access to trails crossing the Coast Range wilderness. The park is home to the endangered California condor (Gymnogyps californianus) and one of the few locations in the world where these extremely rare birds can be seen in the wild. Pinnacles also supports a dense population of prairie falcons, and more than 13 species of bat which populate its talus caves.",pinnacles.jpg,NPS,https://www.nps.gov,https://www.nps.gov/pinn/index.htm,state_california,California,Pinnacles,park_pinnacles,"215,555",FALSE,Pacific West Region
"138,999.37",562.5,41.3,-124,10/2/68,"This park and the co-managed state parks protect almost half of all remaining coastal redwoods, the tallest trees on earth. There are three large river systems in this very seismically active area, and 37 miles (60 km) of protected coastline reveal tide pools and seastacks. The prairie, estuary, coast, river, and forest ecosystems contain a wide variety of animal and plant species.",redwood.jpg,PixelBay/@12019,https://pixabay.com/en/users/12019-12019/,https://www.nps.gov/redw/index.htm,state_california,California,Redwood,park_redwood,"536,297",TRUE,Pacific West Region
"265,795.20","1,075.60",40.4,-105.58,1/26/15,"Bisected north to south by the Continental Divide, this portion of the Rockies has ecosystems varying from over 150 riparian lakes to montane and subalpine forests to treeless alpine tundra. Wildlife including mule deer, bighorn sheep, black bears, and cougars inhabit its igneous mountains and glacial valleys. Longs Peak, a classic Colorado fourteener, and the scenic Bear Lake are popular destinations, as well as the historic Trail Ridge Road, which reaches an elevation of more than 12,000 feet (3,700 m).",rocky-mountain.jpg,@kevinnayar,https://kevinnayar.github.io/,https://www.nps.gov/romo/index.htm,state_colorado,Colorado,Rocky Mountain,park_rocky-mountain,"4,517,585",FALSE,Intermountain Region
"91,715.72",371.2,32.25,-110.5,10/14/94,"Split into the separate Rincon Mountain and Tucson Mountain districts, this park is evidence that the dry Sonoran Desert is still home to a great variety of life spanning six biotic communities. Beyond the namesake giant saguaro cacti, there are barrel cacti, chollas, and prickly pears, as well as lesser long-nosed bats, spotted owls, and javelinas.",saguaro.jpg,PixelBay/@dehenderson,https://pixabay.com/en/users/dehenderson-6454660/,https://www.nps.gov/sagu/index.htm,state_arizona,Arizona,Saguaro,park_saguaro,"820,426",FALSE,Intermountain Region
"404,062.63","1,635.20",36.43,-118.68,9/25/1890,"This park protects the Giant Forest, which boasts some of the world's largest trees, the General Sherman being the largest measured tree in the park. Other features include over 240 caves, a long segment of the Sierra Nevada including the tallest mountain in the contiguous United States, and Moro Rock, a large granite dome.",sequoia.jpg,PixelBay/@tripastute,https://pixabay.com/en/users/tripastute-5640805/,https://www.nps.gov/seki/index.htm,state_california,California,Sequoia,park_sequoia,"1,254,688",FALSE,Pacific West Region
"199,195.27",806.1,38.53,-78.35,12/26/35,"Shenandoah's Blue Ridge Mountains are covered by hardwood forests that teem with a wide variety of wildlife. The Skyline Drive and Appalachian Trail run the entire length of this narrow park, along with more than 500 miles (800 km) of hiking trails passing scenic overlooks and cataracts of the Shenandoah River.",shenandoah.jpg,PixelBay/@Skeeze,https://pixabay.com/en/users/skeeze-272447/,https://www.nps.gov/shen/index.htm,state_virginia,Virginia,Shenandoah,park_shenandoah,"1,437,341",FALSE,Northeast Region
"70,446.89",285.1,46.97,-103.45,11/10/78,"This region that enticed and influenced President Theodore Roosevelt consists of a park of three units in the northern badlands. Besides Roosevelt's historic cabin, there are numerous scenic drives and backcountry hiking opportunities. Wildlife includes American bison, pronghorn, bighorn sheep, and wild horses.",theodore-roosevelt.jpg,NPS,https://www.nps.gov,https://www.nps.gov/thro/index.htm,state_north-dakota,North Dakota,Theodore Roosevelt,park_theodore-roosevelt,"753,880",FALSE,Northeast Region
"14,948.46",60.5,18.33,-64.73,8/2/56,"This island park on Saint John preserves Taíno archaeological sites and the ruins of sugar plantations from Columbus's time, as well as all the natural environs. Surrounding the pristine beaches are mangrove forests, seagrass beds, and coral reefs.",virgin-islands.jpg,NPS,https://www.nps.gov,https://www.nps.gov/viis/index.htm,state_us-virgin-islands,US Virgin Islands,Virgin Islands,park_virgin-islands,"411,343",FALSE,Southeast Region
